campaign_name,adset_name,date,spend,impressions,clicks,ctr,purchases,revenue,roas,creative_type,creative_message,audience_type,platform,country
Men ComfortMax Launch,Adset-4 LAL1,2025-01-14,47.88,350523,4276.0,0.0122,142,3698.73,77.25,Image,Invisible under tees — seamless men boxers.,Retargeting,Instagram,US
Men  ComfortMax  Launch,Adset-4 LAL1,2025-01-15,230.46,339227,5448.0,0.0161,117,5128.53,22.25,Video,Cooling mesh panels for workouts — men boxers you’ll actually love.,Lookalike,Facebook,UK
Men ComfortMax Launch,Adset-4 LAL1,2025-01-16,328.87,199865,3331.0,0.0167,68,2733.52,8.31,Image,Confidence starts inside — elevate with men trunks.,Lookalike,Instagram,US
Men_ComfortMax_Launch,Adset-4 LAL1,2025-01-17,277.52,459119,8648.0,0.0188,200,4337.64,15.63,Video,Cooling mesh panels for workouts — men trunks you’ll actually love.,Retargeting,Instagram,US
Men ComfortMax Launch,Adset-4 LAL1,2025-01-18,417.18,113201,2185.0,0.0193,60,1260.65,3.02,Carousel,Summer‑ready essentials — sweat‑wicking men briefs.,Retargeting,Instagram,US
Men_ComfortMax_Launch,Adset-4 LAL1,2025-01-19,229.21,19464,198.0,0.0102,3,64.07,0.28,Video,Summer‑ready essentials — sweat‑wicking men boxers.,Broad,Instagram,US
Men_ComfortMax_Launch,Adset-4 LAL1,2025-01-20,474.88,17041,114.0,0.0067,3,108.88,0.23,Carousel,Hot & comfy: men athletic briefs now 20% off — feel the difference.,Broad,Instagram,IN
Men ComfortMax Launch,Adset-4 LAL1,2025-01-21,730.24,404644,8080.0,0.02,192,4106.85,5.62,Image,Summer‑ready essentials — sweat‑wicking men inner vests.,Broad,Facebook,US
Men Comfortmax Launch,Adset-4 LAL1,2025-01-22,104.47,161000,2609.0,0.0162,63,1726.11,16.52,Carousel,Stretch that snaps back — durable men athletic briefs.,Lookalike,Facebook,IN
Men ComfortMax Launch,Adset-4 LAL1,2025-01-23,72.16,164298,2398.0,0.0146,57,2329.63,32.28,Video,Doctors recommend breathable cotton — meet our men trunks.,Broad,Facebook,UK
Men  ComfortMax  Launch,Adset-4 LAL1,2025-01-24,193.1,45372,726.0,0.016,16,610.9,3.16,Video,Invisible under tees — seamless men briefs.,Broad,Instagram,US
men comfortmax launch,Adset-4 LAL1,2025-01-25,94.03,410876,6853.0,0.0167,218,6076.4,64.62,Video,Confidence starts inside — elevate with men boxers.,Retargeting,Instagram,US
Men ComfortMax Launch,Adset-4 LAL1,2025-01-26,715.87,408911,6609.0,0.0162,121,4827.94,6.74,Image,"Push comfort, not wires — everyday men trunks.",Lookalike,Facebook,US
men comfortmax launch,Adset-4 LAL1,2025-01-27,422.34,354458,4518.0,0.0127,80,3421.77,8.1,Video,"Wire‑free ease, cloud‑soft cups — men boxers that fits right.",Broad,Facebook,US
MEN COMFORTMA LAUNCH,Adset-4 LAL1,2025-01-28,784.31,43599,416.0,0.0096,8,173.0,0.22,Video,Invisible under tees — seamless men briefs.,Broad,Facebook,US
Men ComfortMax Launch,Adset-4 LAL1,2025-01-29,603.46,134881,3478.0,0.0258,82,1644.79,2.73,Carousel,Confidence starts inside — elevate with men inner vests.,Broad,Facebook,US
en comfortmax launch,Adset-4 LAL1,2025-01-30,272.53,34301,552.0,0.0161,11,212.84,0.78,UGC,"All‑day comfort, zero pinch — try our men athletic briefs!",Retargeting,Facebook,US
MEN COMFORTMAX LAUNCH,Adset-4 LAL1,2025-01-31,898.16,445722,6353.0,0.0143,156,4648.63,5.18,Image,No ride‑up guarantee — best‑selling men trunks back in stock.,Lookalike,Instagram,IN
Men_ComfortMax_Launch,Adset-4 LAL1,2025-02-01,898.71,414638,4805.0,0.0116,128,4921.26,5.48,Video,"Wire‑free ease, cloud‑soft cups — men inner vests that fits right.",Broad,Instagram,IN
Men_ComfortMax_Launch,Adset-4 LAL1,2025-02-02,477.81,137648,2485.0,0.018,70,2328.01,4.87,UGC,Invisible under tees — seamless men briefs.,Broad,Instagram,IN
Men ComfortMax Launch,Adset-4 LAL1,2025-02-03,81.39,193370,4659.0,0.0241,83,,27.21,Image,Doctors recommend breathable organic cotton — meet our men inner vests.,Broad,Facebook,US
Men ComfortMax Launch,Adset-4 LAL1,2025-02-04,542.55,229780,3801.0,0.0165,82,1738.36,3.2,UGC,Cooling mesh panels for workouts — men athletic briefs you’ll actually love.,Broad,Instagram,US
Men Comfortmax Launch,Adset-4 LAL1,2025-02-05,834.03,398592,,0.0114,0,5820.46,6.98,Video,"Push comfort, not wires — everyday men inner vests.",Lookalike,Instagram,US
Men_ComfortMax_Launch,Adset-4 LAL1,2025-02-06,748.76,193417,,0.0158,84,2791.32,3.73,Carousel,Cooling mesh panels for workouts — men boxers you’ll actually love.,Broad,Facebook,US
men comfortmax launch,Adset-4 LAL1,2025-02-07,201.49,63716,878.0,0.0138,24,1047.9,5.2,Video,Hot & comfy: men trunks now 20% off — feel the difference.,Retargeting,Facebook,US
Men_ComfortMax_Launch,Adset-4 LAL1,2025-02-08,584.93,306685,7451.0,0.0243,180,4612.93,7.89,Video,Breathable cotton that moves with you — limited offer on men briefs.,Lookalike,Facebook,US
Men ComfortMax Launch,Adset-4 LAL1,2025-02-09,1152.81,225079,3503.0,0.0156,81,2546.12,2.21,UGC,3‑pack deal ends tonight — upgrade your men drawer with briefs.,Lookalike,Facebook,UK
MEN COMFORTMAX LAUNCH,Adset-4 LAL1,2025-02-10,537.24,106557,2073.0,0.0195,45,1061.6,1.98,UGC,Summer‑ready essentials — sweat‑wicking men boxers.,Lookalike,Facebook,UK
Men ComfortMax Launch,Adset-4 LAL1,2025-02-11,1062.03,180753,3428.0,0.019,94,2076.75,1.96,Image,Hot & comfy: men boxers now 20% off — feel the difference.,Broad,Instagram,US
Men ComfortMax Launch,Adset-4 LAL1,2025-02-12,417.19,228015,4310.0,0.0189,47,2080.84,4.99,Image,Invisible under tees — seamless men trunks.,Broad,Instagram,US
Men ComfortMax Launch,Adset-4 LAL1,2025-02-13,116.75,12748,186.0,0.0146,5,190.16,1.63,Image,Stretch that snaps back — durable men athletic briefs.,Broad,Facebook,US
Men_ComfortMax_Launch,Adset-4 LAL1,2025-02-14,557.85,177249,3452.0,0.0195,88,2465.36,4.42,Carousel,Seamless confidence for every day — new men inner vests.,Broad,Instagram,US
Men ComfortMax Launch,Adset-4 LAL1,2025-02-15,155.76,288604,2445.0,0.0085,48,1875.7,12.04,Video,Invisible under tees — seamless men trunks.,Broad,Facebook,US
Men Comfortmax Launch,Adset-4 LAL1,2025-02-16,968.81,33550,696.0,0.0207,11,286.08,0.3,Carousel,Confidence starts inside — elevate with men trunks.,Broad,Facebook,US
Men  ComfortMax  Launch,Adset-4 LAL1,2025-02-17,513.89,270516,5188.0,0.0192,137,5526.95,10.76,UGC,"Ultra‑soft waistband, no marks — premium men athletic briefs.",Lookalike,Facebook,UK
Men  ComfortMax  Launch,Adset-4 LAL1,2025-02-18,642.67,246551,4024.0,0.0163,104,3918.98,6.1,Video,"Wire‑free ease, cloud‑soft cups — men athletic briefs that fits right.",Lookalike,Facebook,IN
Men ComfortMax Launch,Adset-4 LAL1,2025-02-19,275.75,187433,2646.0,0.0141,68,2558.88,9.28,Video,"Ultra‑soft waistband, no marks — premium men athletic briefs.",Broad,Facebook,US
Men_ComfortMax_Launch,Adset-4 LAL1,2025-02-20,592.35,94821,,0.0189,58,2357.87,3.98,UGC,"All‑day comfort, zero pinch — try our men athletic briefs!",Retargeting,Instagram,US
Men Comf-rtMax Launch,Adset-4 LAL1,2025-02-21,753.03,427101,5680.0,0.0133,148,2870.47,3.81,Video,"All‑day comfort, zero pinch — try our men boxers!",Broad,Facebook,US
Men Comfortmax Launch,Adset-4 LAL1,2025-02-22,479.25,103061,1526.0,0.0148,46,991.59,2.07,Image,Summer‑ready essentials — sweat‑wicking men trunks.,Broad,Instagram,IN
Men ComfortMax Launch,Adset-4 LAL1,2025-02-23,702.69,139237,1201.0,0.0086,36,1528.72,2.18,Video,Cooling mesh panels for workouts — men inner vests you’ll actually love.,Broad,Instagram,US
Men  ComfortMax  Launch,Adset-4 LAL1,2025-02-24,800.13,290820,3862.0,0.0133,70,,3.04,UGC,Cooling mesh panels for workouts — men briefs you’ll actually love.,Broad,Instagram,US
Men ComfortMax Launch,Adset-4 LAL1,2025-02-25,163.22,157165,1376.0,0.0088,25,488.2,2.99,Video,"Ultra‑soft waistband, no marks — premium men athletic briefs.",Broad,Instagram,US
men comfortmax launch,Adset-4 LAL1,2025-02-26,879.18,353111,4474.0,0.0127,116,4439.94,5.05,Carousel,"Wire‑free ease, cloud‑soft cups — men briefs that fits right.",Broad,Instagram,US
Men ComfortMax Launch,Adset-4 LAL1,2025-02-27,435.39,510027,7118.0,0.014,169,3860.44,8.87,Video,Cooling mesh panels for workouts — men inner vests you’ll actually love.,Lookalike,Facebook,IN
Men Comfortma- Launch,Adset-4 LAL1,2025-02-28,135.5,386845,5599.0,0.0145,175,5028.72,37.11,Image,"All‑day comfort, zero pinch — try our men athletic briefs!",Broad,Instagram,US
men comfortmax launch,Adset-4 LAL1,2025-03-01,335.35,345632,4482.0,0.013,95,1903.87,5.68,Carousel,"Push comfort, not wires — everyday men boxers.",Broad,Instagram,UK
Men  ComfortMax  Launch,Adset-4 LAL1,2025-03-02,351.96,58770,740.0,0.0126,22,781.21,2.22,Video,Breathable microfiber that moves with you — limited offer on men boxers.,Broad,Facebook,IN
men comfortmax launch,Adset-4 LAL1,2025-03-03,370.47,315615,6305.0,0.02,171,4013.55,10.83,Video,Doctors recommend breathable microfiber — meet our men inner vests.,Lookalike,Instagram,US
men comfortmax launch,Adset-4 LAL1,2025-03-04,699.1,219341,3675.0,0.0168,80,2412.55,3.45,Image,Doctors recommend breathable organic cotton — meet our men trunks.,Broad,Instagram,US
Men ComfortMax Launch,Adset-4 LAL1,2025-03-05,240.04,353609,7137.0,0.0202,168,3444.15,14.35,Image,Summer‑ready essentials — sweat‑wicking men trunks.,Broad,Facebook,US
MEN COMFORTMAX LAUNCH,Adset-4 LAL1,2025-03-06,1133.33,143425,2863.0,0.02,58,1967.08,1.74,Video,Invisible under tees — seamless men athletic briefs.,Lookalike,Instagram,UK
Men_ComfortMax_Launch,Adset-4 LAL1,2025-03-07,591.38,58426,1349.0,0.0231,34,1290.15,2.18,Image,"All‑day comfort, zero pinch — try our men athletic briefs!",Broad,Facebook,US
Men ComfortMax Lau-ch,Adset-4 LAL1,2025-03-08,371.67,120918,1025.0,0.0085,20,393.76,1.06,Video,"Wire‑free ease, cloud‑soft cups — men inner vests that fits right.",Broad,Facebook,US
Men ComfortMax Launch,Adset-4 LAL1,2025-03-09,749.5,495357,6959.0,0.014,187,8075.26,10.77,Carousel,Breathable modal that moves with you — limited offer on men athletic briefs.,Broad,Instagram,UK
Men ComfortMax Launch,Adset-4 LAL1,2025-03-10,251.81,325326,3870.0,0.0119,108,3464.55,13.76,Video,Doctors recommend breathable microfiber — meet our men boxers.,Broad,Facebook,US
Men ComfortMax Launch,Adset-4 LAL1,2025-03-11,397.27,285472,2254.0,0.0079,45,1897.85,4.78,Video,Stretch that snaps back — durable men trunks.,Broad,Facebook,UK
Men ComfortMax Launch,Adset-4 LAL1,2025-03-12,477.64,138178,2017.0,0.0146,80,3462.37,7.25,Image,Stretch that snaps back — durable men boxers.,Retargeting,Instagram,US
Men_ComfortMax_Launch,Adset-4 LAL1,2025-03-13,306.08,261476,2803.0,0.0107,77,2748.11,8.98,Image,No ride‑up guarantee — best‑selling men briefs back in stock.,Retargeting,Instagram,US
Men_ComfortMax_Launch,Adset-4 LAL1,2025-03-14,134.28,47809,880.0,0.0184,17,679.68,5.06,Image,Doctors recommend breathable cotton — meet our men boxers.,Broad,Instagram,US
Men  ComfortMax  Launch,Adset-4 LAL1,2025-03-15,,273622,4360.0,0.0159,75,3027.83,13.44,UGC,Doctors recommend breathable bamboo — meet our men trunks.,Broad,Instagram,UK
MEN COMFORTMAX LAUNCH,Adset-4 LAL1,2025-03-16,462.33,476204,8523.0,0.0179,214,5899.87,12.76,Video,Stretch that snaps back — durable men briefs.,Lookalike,Facebook,US
Men  ComfortMax  Launch,Adset-4 LAL1,2025-03-17,271.41,211507,3890.0,0.0184,95,2207.26,8.13,Carousel,Hot & comfy: men athletic briefs now 20% off — feel the difference.,Lookalike,Facebook,US
Men  ComfortMax  Launch,Adset-4 LAL1,2025-03-18,598.25,448252,6865.0,0.0153,216,4823.25,8.06,Carousel,Summer‑ready essentials — sweat‑wicking men briefs.,Broad,Instagram,US
Men_ComfortMax_Launch,Adset-4 LAL1,2025-03-19,277.78,95964,882.0,0.0092,24,765.68,2.76,Video,"Wire‑free ease, cloud‑soft cups — men briefs that fits right.",Broad,Instagram,US
Men_ComfortMax_Launch,Adset-4 LAL1,2025-03-20,101.72,21717,291.0,0.0134,5,104.22,1.02,UGC,Seamless confidence for every day — new men boxers.,Broad,Facebook,IN
Men ComfortMax Launch,Adset-4 LAL1,2025-03-21,383.82,210644,2430.0,0.0115,67,1958.14,5.1,Video,Confidence starts inside — elevate with men athletic briefs.,Lookalike,Instagram,US
Men ComfortMax Launch,Adset-4 LAL1,2025-03-22,733.71,365786,5549.0,0.0152,145,4567.94,6.23,Video,"Ultra‑soft waistband, no marks — premium men briefs.",Lookalike,Facebook,US
Men  ComfortMax  Launch,Adset-4 LAL1,2025-03-23,511.42,70620,1049.0,0.0149,20,542.09,1.06,UGC,Hot & comfy: men boxers now 20% off — feel the difference.,Broad,Facebook,IN
Men  ComfortMax  Launch,Adset-4 LAL1,2025-03-24,208.11,116776,1130.0,0.0097,25,587.91,2.82,Video,3‑pack deal ends tonight — upgrade your men drawer with boxers.,Broad,Facebook,UK
MEN COMFORTMAX LAUNCH,Adset-4 LAL1,2025-03-25,438.81,47075,909.0,0.0193,33,1153.93,2.63,Image,Breathable microfiber that moves with you — limited offer on men boxers.,Broad,Facebook,US
Men ComfortMax Launch,Adset-4 LAL1,2025-03-26,227.75,17069,331.0,0.0194,11,446.33,1.96,Image,Stretch that snaps back — durable men trunks.,Broad,Facebook,US
Men_ComfortMax_Launch,Adset-4 LAL1,2025-03-27,388.7,414111,8117.0,0.0196,141,5792.89,14.9,Image,Cooling mesh panels for workouts — men briefs you’ll actually love.,Broad,Facebook,US
Men ComfortMax Launch,Adset-4 LAL1,2025-03-28,442.04,209015,3280.0,0.0157,92,4060.68,9.19,Carousel,Breathable modal that moves with you — limited offer on men boxers.,Lookalike,Instagram,US
Men ComfortMax Launch,Adset-4 LAL1,2025-03-29,481.89,420337,6853.0,0.0163,101,2418.24,5.02,Video,Doctors recommend breathable microfiber — meet our men boxers.,Lookalike,Facebook,US
Men ComfortMax Launch,Adset-4 LAL1,2025-03-30,464.62,46906,757.0,0.0161,10,375.14,0.81,Carousel,Cooling mesh panels for workouts — men inner vests you’ll actually love.,Broad,Facebook,US
Men  ComfortMax  Launch,Adset-4 LAL1,2025-03-31,302.24,257866,2173.0,0.0084,55,1804.4,5.97,Video,Doctors recommend breathable organic cotton — meet our men boxers.,Broad,Instagram,IN
Men Comfortmax Launch,Adset-5 Retarget,2025-01-01,,308526,5493.0,0.0178,0,5952.16,,Image,Summer‑ready essentials — sweat‑wicking men inner vests.,Lookalike,Facebook,IN
men comfortmax launch,Adset-5 Retarget,2025-01-02,634.44,98299,1651.0,0.0168,40,1700.89,2.68,UGC,3‑pack deal ends tonight — upgrade your men drawer with boxers.,Broad,Instagram,US
Men_ComfortMax_Launch,Adset-5 Retarget,2025-01-03,,344299,6562.0,0.0191,184,6453.72,10.32,Video,Confidence starts inside — elevate with men briefs.,Lookalike,Facebook,US
Men ComfortMax Launch,Adset-5 Retarget,2025-01-04,125.33,171424,2381.0,0.0139,62,2635.72,21.03,Video,"Push comfort, not wires — everyday men inner vests.",Retargeting,Facebook,US
Men ComfortMax Launch,Adset-5 Retarget,2025-01-05,252.3,51101,768.0,0.015,24,964.55,3.82,Image,"Push comfort, not wires — everyday men briefs.",Broad,Facebook,US
MEN COMFORTMAX LAUNCH,Adset-5 Retarget,2025-01-06,569.37,489046,7914.0,0.0162,145,3357.48,5.9,Video,"Wire‑free ease, cloud‑soft cups — men athletic briefs that fits right.",Broad,Instagram,UK
Men ComfortMax Launch,Adset-5 Retarget,2025-01-07,188.89,146434,2940.0,0.0201,79,3044.9,16.12,UGC,Cooling mesh panels for workouts — men boxers you’ll actually love.,Broad,Instagram,US
men comfortmax launch,Adset-5 Retarget,2025-01-08,52.13,143864,3399.0,0.0236,86,1638.51,31.43,UGC,No ride‑up guarantee — best‑selling men boxers back in stock.,Broad,Facebook,US
MEN COMFORTMAX LAUNCH,Adset-5 Retarget,2025-01-09,368.29,463164,8725.0,0.0188,204,8218.39,22.31,Image,"All‑day comfort, zero pinch — try our men boxers!",Lookalike,Instagram,US
MEN COMFORTMAX LAUNCH,Adset-5 Retarget,2025-01-10,108.18,519437,10765.0,0.0207,356,14655.32,135.47,Video,Cooling mesh panels for workouts — men trunks you’ll actually love.,Retargeting,Facebook,US
men comfortmax launch,Adset-5 Retarget,2025-01-11,170.41,220885,4104.0,0.0186,86,2274.27,13.35,UGC,Seamless confidence for every day — new men trunks.,Broad,Instagram,UK
Men ComfortMax Launch,Adset-5 Retarget,2025-01-12,1053.96,399249,6794.0,0.017,165,5479.93,5.2,Image,Cooling mesh panels for workouts — men athletic briefs you’ll actually love.,Lookalike,Instagram,UK
men comfortmax launch,Adset-5 Retarget,2025-01-13,1077.18,307122,5870.0,0.0191,124,2998.28,2.78,Image,"Wire‑free ease, cloud‑soft cups — men briefs that fits right.",Broad,Instagram,IN
Men ComfortMax Launch,Adset-5 Retarget,2025-01-14,439.68,280060,4774.0,0.017,127,4319.94,9.83,UGC,"All‑day comfort, zero pinch — try our men briefs!",Broad,Facebook,UK
Men ComfortMax Launch,Adset-5 Retarget,2025-01-15,664.17,356186,6577.0,0.0185,145,4568.91,6.88,UGC,"Push comfort, not wires — everyday men briefs.",Broad,Instagram,US
Men_ComfortMax_Launch,Adset-5 Retarget,2025-01-16,383.16,91352,,0.0223,60,1370.56,3.58,Carousel,Doctors recommend breathable cotton — meet our men trunks.,Broad,Facebook,US
men comfortmax launch,Adset-5 Retarget,2025-01-17,300.74,437382,8869.0,0.0203,342,13895.52,46.2,Image,3‑pack deal ends tonight — upgrade your men drawer with inner vests.,Retargeting,Facebook,US
Men ComfortMax Launch,Adset-5 Retarget,2025-01-18,267.57,152722,3477.0,0.0228,116,3199.62,11.96,Image,"Ultra‑soft waistband, no marks — premium men briefs.",Lookalike,Instagram,IN
Men_ComfortMax_Launch,Adset-5 Retarget,2025-01-19,78.63,54959,1083.0,0.0197,28,1002.24,12.75,Image,"Ultra‑soft waistband, no marks — premium men inner vests.",Lookalike,Instagram,US
Men ComfortMax Launch,Adset-5 Retarget,2025-01-20,,157551,2073.0,0.0132,53,2346.91,8.21,Carousel,Hot & comfy: men inner vests now 20% off — feel the difference.,Lookalike,Instagram,IN
Men ComfortMax Launch,Adset-5 Retarget,2025-01-21,596.37,182321,2810.0,0.0154,74,1502.04,2.52,Video,"All‑day comfort, zero pinch — try our men briefs!",Broad,Instagram,US
Men  ComfortMax  Launch,Adset-5 Retarget,2025-01-22,,148429,2378.0,0.016,51,2257.93,9.59,Image,Hot & comfy: men athletic briefs now 20% off — feel the difference.,Broad,Instagram,US
men comfortmax launch,Adset-5 Retarget,2025-01-23,672.14,235388,5077.0,0.0216,104,2788.12,4.15,Carousel,"Ultra‑soft waistband, no marks — premium men athletic briefs.",Broad,Facebook,US
Men ComfortMax Launch,Adset-5 Retarget,2025-01-24,300.5,192502,2996.0,0.0156,64,1515.76,5.04,Video,"All‑day comfort, zero pinch — try our men inner vests!",Lookalike,Facebook,US
Men ComfortMax Launch,Adset-5 Retarget,2025-01-25,249.17,186063,3394.0,0.0182,67,1753.08,7.04,Image,Cooling mesh panels for workouts — men athletic briefs you’ll actually love.,Broad,Facebook,US
men comfortmax launch,Adset-5 Retarget,2025-01-26,346.95,328991,5773.0,0.0175,161,4230.2,12.19,Image,Hot & comfy: men inner vests now 20% off — feel the difference.,Retargeting,Instagram,US
Men  ComfortMax  Launch,Adset-5 Retarget,2025-01-27,148.71,224652,5558.0,0.0247,123,4121.21,27.71,Image,"Ultra‑soft waistband, no marks — premium men trunks.",Broad,Facebook,US
Men Comfortmax Launch,Adset-5 Retarget,2025-01-28,450.97,438774,8281.0,0.0189,194,4514.28,10.01,Image,"All‑day comfort, zero pinch — try our men trunks!",Broad,Instagram,US
Men  ComfortMax  Launch,Adset-5 Retarget,2025-01-29,647.25,257455,3913.0,0.0152,116,3362.11,5.19,UGC,"All‑day comfort, zero pinch — try our men athletic briefs!",Lookalike,Instagram,US
Men Comfortmax Launch,Adset-5 Retarget,2025-01-30,261.06,495333,4246.0,0.0086,134,4183.46,16.02,UGC,Invisible under tees — seamless men athletic briefs.,Broad,Instagram,IN
Men Comfortmax Launch,Adset-5 Retarget,2025-01-31,153.2,201064,3032.0,0.0151,98,2254.23,14.71,Image,Stretch that snaps back — durable men briefs.,Retargeting,Facebook,US
Men  ComfortMax  Launch,Adset-5 Retarget,2025-02-01,801.44,157139,1967.0,0.0125,36,1012.06,1.26,Video,Doctors recommend breathable organic cotton — meet our men briefs.,Broad,Facebook,US
Men_Co fortMax_Launch,Adset-5 Retarget,2025-02-02,383.91,56204,1275.0,0.0227,31,1224.19,3.19,UGC,Breathable modal that moves with you — limited offer on men athletic briefs.,Broad,Facebook,US
Men ComfortMax Launch,Adset-5 Retarget,2025-02-03,231.48,456028,6734.0,0.0148,132,2378.33,10.27,Image,Stretch that snaps back — durable men inner vests.,Broad,Facebook,US
Men  ComfortMax  Launch,Adset-5 Retarget,2025-02-04,948.36,393135,6345.0,0.0161,113,2320.11,2.45,Image,Seamless confidence for every day — new men boxers.,Lookalike,Instagram,US
Men ComfortMax Launch,Adset-5 Retarget,2025-02-05,133.66,132978,1437.0,0.0108,20,770.71,5.77,Video,"Ultra‑soft waistband, no marks — premium men boxers.",Broad,Instagram,IN
Men ComfortMax Launch,Adset-5 Retarget,2025-02-06,432.17,315230,6463.0,0.0205,137,2578.69,5.97,Image,No ride‑up guarantee — best‑selling men boxers back in stock.,Broad,Instagram,US
Men_ComfortMax_Launch,Adset-5 Retarget,2025-02-07,933.17,271005,2251.0,0.0083,31,1260.39,1.35,Video,Confidence starts inside — elevate with men athletic briefs.,Broad,Instagram,IN
Men ComfortMax Launch,Adset-5 Retarget,2025-02-08,103.23,132639,1734.0,0.0131,33,748.58,7.25,Video,"All‑day comfort, zero pinch — try our men briefs!",Broad,Instagram,US
Men Comfortmax Launch,Adset-5 Retarget,2025-02-09,538.47,132362,1687.0,0.0127,0,989.32,1.84,UGC,"Wire‑free ease, cloud‑soft cups — men briefs that fits right.",Retargeting,Instagram,IN
Men ComfortMax Launch,Adset-5 Retarget,2025-02-10,933.98,405823,5793.0,0.0143,99,4352.07,4.66,Carousel,Stretch that snaps back — durable men boxers.,Lookalike,Instagram,US
Men_Comf-rtMax_Launch,Adset-5 Retarget,2025-02-11,,442839,6497.0,0.0147,175,4480.64,6.6,Image,Cooling mesh panels for workouts — men boxers you’ll actually love.,Retargeting,Instagram,IN
Men ComfortMax Launch,Adset-5 Retarget,2025-02-12,52.88,375753,5278.0,0.014,161,7202.0,136.2,Video,No ride‑up guarantee — best‑selling men boxers back in stock.,Broad,Facebook,UK
Men ComfortMax Launch,Adset-5 Retarget,2025-02-13,397.2,186440,2304.0,0.0124,63,1239.14,3.12,Image,"All‑day comfort, zero pinch — try our men inner vests!",Broad,Instagram,US
Men_ComfortMax_Launch,Adset-5 Retarget,2025-02-14,337.06,314368,5869.0,0.0187,56,1380.95,4.1,Carousel,Confidence starts inside — elevate with men trunks.,Lookalike,Facebook,US
Men_ComfortMax_Launch,Adset-5 Retarget,2025-02-15,1134.36,305568,5192.0,0.017,99,,2.52,UGC,Stretch that snaps back — durable men briefs.,Lookalike,Facebook,US
Men_ComfortMax_Launch,Adset-5 Retarget,2025-02-16,573.97,171450,2452.0,0.0143,82,1884.78,3.28,Video,Seamless confidence for every day — new men briefs.,Retargeting,Facebook,US
Men_ComfortMax_Launch,Adset-5 Retarget,2025-02-17,187.64,385342,3746.0,0.0097,56,1753.14,9.34,Video,Hot & comfy: men athletic briefs now 20% off — feel the difference.,Lookalike,Facebook,IN
Men ComfortMax Launch,Adset-5 Retarget,2025-02-18,455.87,95518,1617.0,0.0169,41,1118.76,2.45,Video,Hot & comfy: men trunks now 20% off — feel the difference.,Retargeting,Facebook,UK
Men-Comfortmax Launch,Adset-5 Retarget,2025-02-19,667.58,345771,6103.0,0.0177,100,1829.19,2.74,Video,Cooling mesh panels for workouts — men boxers you’ll actually love.,Lookalike,Instagram,IN
MEN COMFORTMAX LAUNCH,Adset-5 Retarget,2025-02-20,664.55,65062,786.0,0.0121,28,593.74,0.89,Carousel,Cooling mesh panels for workouts — men boxers you’ll actually love.,Broad,Facebook,IN
Men  ComfortMax  Launch,Adset-5 Retarget,2025-02-21,99.61,346628,4674.0,0.0135,89,2016.57,20.24,Carousel,"All‑day comfort, zero pinch — try our men trunks!",Lookalike,Facebook,IN
Men ComfortMax Launch,Adset-5 Retarget,2025-02-22,366.94,488664,5548.0,0.0114,108,2090.82,5.7,Image,"All‑day comfort, zero pinch — try our men briefs!",Broad,Facebook,US
Men ComfortMax Launch,Adset-5 Retarget,2025-02-23,267.54,305436,4290.0,0.014,125,3434.01,12.84,UGC,Cooling mesh panels for workouts — men athletic briefs you’ll actually love.,Retargeting,Instagram,UK
men comfortmax launch,Adset-5 Retarget,2025-02-24,653.79,178715,,0.0109,20,814.09,1.25,Video,"Ultra‑soft waistband, no marks — premium men boxers.",Lookalike,Facebook,IN
Men ComfortMax Launch,Adset-5 Retarget,2025-02-25,693.89,207382,2816.0,0.0136,42,1813.52,2.61,UGC,Hot & comfy: men briefs now 20% off — feel the difference.,Broad,Facebook,US
Men Comfo tMax Launch,Adset-5 Retarget,2025-02-26,685.57,359404,5333.0,0.0148,127,3916.82,5.71,UGC,Doctors recommend breathable bamboo — meet our men briefs.,Broad,Facebook,UK
men comfortmax launch,Adset-5 Retarget,2025-02-27,956.27,297591,5122.0,0.0172,113,3308.3,3.46,Video,"All‑day comfort, zero pinch — try our men athletic briefs!",Lookalike,Facebook,US
Men  ComfortMax  Launch,Adset-5 Retarget,2025-02-28,775.45,348183,3419.0,0.0098,71,2050.95,2.64,Video,"Wire‑free ease, cloud‑soft cups — men inner vests that fits right.",Broad,Instagram,US
Men_ComfortMax_Launch,Adset-5 Retarget,2025-03-01,265.7,65784,725.0,0.011,23,822.72,3.1,Video,"All‑day comfort, zero pinch — try our men athletic briefs!",Broad,Instagram,US
men comfortmax launch,Adset-5 Retarget,2025-03-02,256.89,104343,1232.0,0.0118,27,516.56,2.01,Video,No ride‑up guarantee — best‑selling men inner vests back in stock.,Broad,Facebook,US
Men ComfortMax Launch,Adset-5 Retarget,2025-03-03,523.92,129541,2239.0,0.0173,71,3114.71,5.95,UGC,Seamless confidence for every day — new men athletic briefs.,Lookalike,Facebook,US
Men_ComfortMax_Launch,Adset-5 Retarget,2025-03-04,1369.77,477541,10106.0,0.0212,304,11647.68,8.5,Image,Hot & comfy: men inner vests now 20% off — feel the difference.,Lookalike,Instagram,US
Men  ComfortMax  Launch,Adset-5 Retarget,2025-03-05,700.86,86389,1536.0,0.0178,46,1363.68,1.95,Image,No ride‑up guarantee — best‑selling men athletic briefs back in stock.,Broad,Instagram,US
Men Comfortmax Launch,Adset-5 Retarget,2025-03-06,961.21,139593,2534.0,0.0181,74,2359.16,2.45,Image,3‑pack deal ends tonight — upgrade your men drawer with trunks.,Lookalike,Facebook,US
